Kantons-Nummer,Kanton,Gemeinde-Nummer,Gemeinde,Stimmberechtigte,eingelegte Stimmzettel,Stimmbeteiligung,leere Stimmzettel,ungültige Stimmzettel,gültige Stimmen,Ja-Stimmen,Nein-Stimmen,Ja in Prozent
22,Vaud,5830,Villarzel,298.0,134.0,44.9664429530201,5.0,0.0,129.0,35.0,94.0,27.1317829457364
2,Bern / Berne,732,Bellmund,1245.0,641.0,51.4859437751004,25.0,0.0,616.0,292.0,324.0,47.4025974025974
23,Valais / Wallis,6240,Lens,2431.0,1369.0,56.3142739613328,54.0,18.0,1297.0,586.0,711.0,45.1811873554356
19,Aargau,4284,Staffelbach,892.0,358.0,40.1345291479821,1.0,0.0,357.0,135.0,222.0,37.8151260504202
22,Vaud,5886,Montreux,12059.0,5076.0,42.0930425408409,243.0,7.0,4826.0,2264.0,2562.0,46.9125569830087
19,Aargau,4026,Ennetbaden,2195.0,1348.0,61.4123006833713,53.0,1.0,1294.0,535.0,759.0,41.3446676970634
24,Neuchâtel,6433,Brot-Plamboz,203.0,129.0,63.5467980295567,3.0,0.0,126.0,12.0,114.0,9.52380952380953
19,Aargau,4121,Villigen,1266.0,639.0,50.4739336492891,10.0,2.0,627.0,267.0,360.0,42.5837320574163
1,Zürich,54,Dietlikon,4767.0,2363.0,49.5699601426474,61.0,0.0,2302.0,1085.0,1217.0,47.1329278887924
19,Aargau,4229,Bünzen,733.0,376.0,51.2960436562074,11.0,0.0,365.0,135.0,230.0,36.986301369863
19,Aargau,4066,Eggenwil,694.0,389.0,56.0518731988473,6.0,0.0,383.0,163.0,220.0,42.5587467362924
22,Vaud,5757,Orbe,3676.0,1498.0,40.7508161044614,87.0,3.0,1408.0,563.0,845.0,39.9857954545455
19,Aargau,4210,Staufen,2236.0,1189.0,53.175313059034,26.0,0.0,1163.0,476.0,687.0,40.9286328460877
19,Aargau,4138,Leutwil,587.0,323.0,55.0255536626917,7.0,0.0,316.0,127.0,189.0,40.1898734177215
24,Neuchâtel,6437,Les Ponts-de-Martel,991.0,539.0,54.3895055499496,25.0,0.0,514.0,111.0,403.0,21.5953307392996
13,Basel-Landschaft,2766,Birsfelden,6408.0,2674.0,41.729088639201,62.0,87.0,2525.0,1505.0,1020.0,59.6039603960396
4,Uri,1220,Wassen,271.0,169.0,62.3616236162362,4.0,1.0,164.0,77.0,87.0,46.9512195121951
19,Aargau,4031,Künten,1186.0,514.0,43.3389544688027,7.0,2.0,505.0,189.0,316.0,37.4257425742574
21,Ticino,5141,Agno,2536.0,1084.0,42.7444794952681,43.0,0.0,1041.0,494.0,547.0,47.4543707973103
22,Vaud,5523,Froideville,1610.0,761.0,47.2670807453416,33.0,0.0,728.0,265.0,463.0,36.4010989010989
23,Valais / Wallis,6004,Eggerberg,284.0,164.0,57.7464788732395,0.0,0.0,164.0,90.0,74.0,54.8780487804878
18,Graubünden / Grigioni / Grischun,3954,Malans,1800.0,931.0,51.7222222222222,12.0,11.0,908.0,446.0,462.0,49.1189427312775
2,Bern / Berne,980,Inkwil,534.0,273.0,51.123595505618,5.0,0.0,268.0,109.0,159.0,40.6716417910448
25,Genève,6601,Aire-la-Ville,729.0,376.0,51.5775034293553,26.0,0.0,350.0,194.0,156.0,55.4285714285714
2,Bern / Berne,541,Iffwil,334.0,161.0,48.2035928143713,1.0,0.0,160.0,77.0,83.0,48.125
10,Fribourg / Freiburg,2225,Senèdes,114.0,63.0,55.2631578947369,1.0,0.0,62.0,17.0,45.0,27.4193548387097
25,Genève,6631,Onex,9663.0,4101.0,42.4402359515678,245.0,0.0,3856.0,2420.0,1436.0,62.7593360995851
2,Bern / Berne,694,Grandval,287.0,125.0,43.5540069686411,2.0,2.0,121.0,61.0,60.0,50.4132231404959
19,Aargau,4146,Unterkulm,1811.0,805.0,44.4505797901712,11.0,6.0,788.0,365.0,423.0,46.3197969543147
2,Bern / Berne,413,Koppigen,1665.0,715.0,42.9429429429429,16.0,0.0,699.0,284.0,415.0,40.6294706723891
3,Luzern,1085,Geuensee,1759.0,783.0,44.5139283683911,10.0,5.0,768.0,259.0,509.0,33.7239583333333
3,Luzern,1026,Eschenbach (LU),2589.0,1466.0,56.624179219776,36.0,19.0,1411.0,409.0,1002.0,28.9865343727853
19,Aargau,4072,Niederwil (AG),1898.0,841.0,44.3097997892518,13.0,0.0,828.0,325.0,503.0,39.2512077294686
2,Bern / Berne,361,Zollikofen,6812.0,3522.0,51.7028772753964,123.0,9.0,3390.0,1527.0,1863.0,45.0442477876106
22,Vaud,5585,Jouxtens-Mézery,917.0,541.0,58.9967284623773,30.0,2.0,509.0,217.0,292.0,42.6326129666012
11,Solothurn,2548,Hubersdorf,578.0,243.0,42.0415224913495,3.0,0.0,240.0,107.0,133.0,44.5833333333333
10,Fribourg / Freiburg,2135,Gruyères,1349.0,559.0,41.4381022979985,19.0,2.0,538.0,174.0,364.0,32.3420074349442
22,Vaud,5500,Sévery,167.0,108.0,64.6706586826347,5.0,1.0,102.0,24.0,78.0,23.5294117647059
25,Genève,6625,Hermance,581.0,312.0,53.7005163511188,23.0,0.0,289.0,143.0,146.0,49.4809688581315
22,Vaud,5718,Genolier,1081.0,624.0,57.7243293246994,28.0,5.0,591.0,237.0,354.0,40.1015228426396
1,Zürich,71,Wil (ZH),1021.0,601.0,58.8638589618022,13.0,0.0,588.0,227.0,361.0,38.6054421768708
5,Schwyz,1367,Muotathal,2674.0,1414.0,52.8795811518325,13.0,0.0,1401.0,440.0,961.0,31.4061384725196
22,Vaud,5883,Corseaux,1432.0,767.0,53.5614525139665,45.0,1.0,721.0,297.0,424.0,41.1927877947295
19,Aargau,4091,Auenstein,1169.0,569.0,48.6740804106074,11.0,8.0,550.0,239.0,311.0,43.4545454545455
4,Uri,1203,Attinghausen,1246.0,516.0,41.4125200642055,2.0,8.0,506.0,199.0,307.0,39.3280632411067
22,Vaud,5860,Perroy,816.0,411.0,50.3676470588235,25.0,1.0,385.0,131.0,254.0,34.025974025974
2,Bern / Berne,704,Roches (BE),152.0,62.0,40.7894736842105,2.0,1.0,59.0,28.0,31.0,47.4576271186441
22,Vaud,5720,Givrins,591.0,338.0,57.1912013536379,27.0,0.0,311.0,119.0,192.0,38.2636655948553
2,Bern / Berne,995,Wiedlisbach,1682.0,662.0,39.3579072532699,7.0,0.0,655.0,287.0,368.0,43.8167938931298
13,Basel-Landschaft,2858,Rothenfluh,593.0,259.0,43.6762225969646,1.0,2.0,256.0,142.0,114.0,55.46875
21,Ticino,5324,Avegno Gordevio,1105.0,513.0,46.4253393665158,28.0,0.0,485.0,250.0,235.0,51.5463917525773
24,Neuchâtel,6459,Saint-Blaise,2158.0,1045.0,48.4244670991659,71.0,1.0,973.0,386.0,587.0,39.6711202466598
22,Vaud,5921,Molondin,163.0,86.0,52.760736196319,2.0,0.0,84.0,14.0,70.0,16.6666666666667
11,Solothurn,2601,Solothurn,11752.0,6019.0,51.216814159292,164.0,0.0,5855.0,3103.0,2752.0,52.9974380871051
10,Fribourg / Freiburg,2162,Bas-Intyamon,911.0,429.0,47.0911086717892,11.0,6.0,412.0,115.0,297.0,27.9126213592233
20,Thurgau,4781,Wängi,3194.0,1507.0,47.1822166562304,16.0,48.0,1443.0,530.0,913.0,36.7290367290367
26,Jura,6774,Boncourt,999.0,389.0,38.9389389389389,10.0,5.0,374.0,115.0,259.0,30.7486631016043
25,Genève,6626,Jussy,790.0,400.0,50.6329113924051,25.0,0.0,375.0,206.0,169.0,54.9333333333334
18,Graubünden / Grigioni / Grischun,3808,Rossa,150.0,71.0,47.3333333333333,0.0,0.0,71.0,41.0,30.0,57.7464788732395
23,Valais / Wallis,6239,Icogne,390.0,202.0,51.7948717948718,6.0,3.0,193.0,97.0,96.0,50.259067357513
17,St. Gallen,3359,Wildhaus-Alt St. Johann,1857.0,1086.0,58.4814216478191,13.0,0.0,1073.0,445.0,628.0,41.4725069897484
1,Zürich,178,Russikon,3014.0,1658.0,55.0099535500995,40.0,0.0,1618.0,663.0,955.0,40.9765142150803
20,Thurgau,4721,Bichelsee-Balterswil,2003.0,879.0,43.8841737393909,17.0,12.0,850.0,315.0,535.0,37.0588235294118
10,Fribourg / Freiburg,2113,Vuisternens-devant-Romont,1606.0,673.0,41.9053549190536,13.0,7.0,653.0,119.0,534.0,18.2235834609495
17,St. Gallen,3233,Berneck,2539.0,1231.0,48.4836549822765,14.0,0.0,1217.0,507.0,710.0,41.6598192276089
10,Fribourg / Freiburg,2196,Fribourg,20372.0,9691.0,47.5701943844493,609.0,14.0,9068.0,4178.0,4890.0,46.0741067490075
3,Luzern,1031,Hochdorf,6242.0,3077.0,49.2950977250881,60.0,31.0,2986.0,946.0,2040.0,31.6811788345613
11,Solothurn,2621,Nunningen,1456.0,677.0,46.4972527472528,12.0,0.0,665.0,326.0,339.0,49.0225563909775
20,Thurgau,4666,Kemmental,1678.0,767.0,45.7091775923719,9.0,10.0,748.0,242.0,506.0,32.3529411764706
17,St. Gallen,3375,Oberhelfenschwil,923.0,499.0,54.0628385698808,3.0,0.0,496.0,193.0,303.0,38.9112903225806
22,Vaud,5607,Puidoux,1569.0,771.0,49.1395793499044,50.0,0.0,721.0,230.0,491.0,31.9001386962552
3,Luzern,1009,Werthenstein,1458.0,761.0,52.1947873799726,5.0,9.0,747.0,220.0,527.0,29.4511378848728
1,Zürich,102,Weiach,1098.0,417.0,37.9781420765027,4.0,0.0,413.0,204.0,209.0,49.3946731234867
22,Vaud,5853,Bursins,480.0,226.0,47.0833333333333,11.0,0.0,215.0,66.0,149.0,30.6976744186047
22,Vaud,5717,Founex,1661.0,834.0,50.210716435882,45.0,1.0,788.0,278.0,510.0,35.2791878172589
20,Thurgau,4811,Herdern,784.0,403.0,51.4030612244898,1.0,5.0,397.0,120.0,277.0,30.2267002518892
11,Solothurn,2620,Meltingen,515.0,235.0,45.6310679611651,1.0,0.0,234.0,104.0,130.0,44.4444444444444
2,Bern / Berne,735,Epsach,249.0,107.0,42.9718875502008,2.0,0.0,105.0,32.0,73.0,30.4761904761905
19,Aargau,4006,Gränichen,4998.0,2230.0,44.6178471388556,40.0,1.0,2189.0,996.0,1193.0,45.5002284148013
23,Valais / Wallis,6238,Grône,1560.0,847.0,54.2948717948718,21.0,19.0,807.0,376.0,431.0,46.5923172242875
1,Zürich,113,Dürnten,4984.0,2352.0,47.1910112359551,44.0,0.0,2308.0,999.0,1309.0,43.2842287694974
23,Valais / Wallis,6201,Unterbäch,349.0,204.0,58.4527220630373,3.0,2.0,199.0,96.0,103.0,48.2412060301508
10,Fribourg / Freiburg,2008,Châtillon (FR),339.0,161.0,47.4926253687316,9.0,0.0,152.0,47.0,105.0,30.921052631579
10,Fribourg / Freiburg,2266,Kleinbösingen,512.0,232.0,45.3125,1.0,1.0,230.0,97.0,133.0,42.1739130434783
2,Bern / Berne,615,Mirchel,481.0,215.0,44.6985446985447,3.0,1.0,211.0,59.0,152.0,27.9620853080569
1,Zürich,7,Knonau,1479.0,801.0,54.158215010142,17.0,1.0,783.0,332.0,451.0,42.4010217113665
13,Basel-Landschaft,2789,Nenzlingen,329.0,154.0,46.8085106382979,4.0,3.0,147.0,76.0,71.0,51.7006802721089
19,Aargau,4002,Biberstein,1191.0,663.0,55.6675062972292,8.0,0.0,655.0,303.0,352.0,46.2595419847328
23,Valais / Wallis,6249,Venthône,915.0,561.0,61.3114754098361,25.0,13.0,523.0,248.0,275.0,47.4187380497132
11,Solothurn,2615,Erschwil,692.0,331.0,47.8323699421965,5.0,0.0,326.0,131.0,195.0,40.1840490797546
2,Bern / Berne,941,Thierachern,1861.0,905.0,48.6297689414294,27.0,0.0,878.0,394.0,484.0,44.874715261959
2,Bern / Berne,325,Busswil bei Melchnau,175.0,100.0,57.1428571428572,0.0,0.0,100.0,27.0,73.0,27.0
1,Zürich,297,Bauma,3392.0,1726.0,50.8844339622642,39.0,0.0,1687.0,772.0,915.0,45.7617071724956
21,Ticino,5121,Orselina,555.0,262.0,47.2072072072072,6.0,1.0,255.0,151.0,104.0,59.2156862745098
2,Bern / Berne,921,Amsoldingen,674.0,325.0,48.219584569733,6.0,0.0,319.0,133.0,186.0,41.692789968652
22,Vaud,5557,Fontaines-sur-Grandson,139.0,62.0,44.6043165467626,1.0,0.0,61.0,23.0,38.0,37.7049180327869
2,Bern / Berne,976,Graben,261.0,124.0,47.5095785440613,1.0,0.0,123.0,41.0,82.0,33.3333333333333
17,St. Gallen,3291,Bad Ragaz,3680.0,1803.0,48.9945652173913,17.0,3.0,1783.0,911.0,872.0,51.0936623667975
25,Genève,6633,Plan-les-Ouates,6313.0,2901.0,45.952795818153,203.0,1.0,2697.0,1517.0,1180.0,56.2476826103078
2,Bern / Berne,561,Adelboden,2668.0,1507.0,56.4842578710645,53.0,2.0,1452.0,641.0,811.0,44.1460055096419
18,Graubünden / Grigioni / Grischun,3721,Bonaduz,2328.0,1118.0,48.0240549828179,8.0,33.0,1077.0,512.0,565.0,47.5394614670381
1,Zürich,116,Grüningen,2404.0,1293.0,53.7853577371048,14.0,0.0,1279.0,533.0,746.0,41.6731821735731
22,Vaud,5405,Gryon,781.0,379.0,48.527528809219,28.0,1.0,350.0,187.0,163.0,53.4285714285714
10,Fribourg / Freiburg,2328,Granges (Veveyse),581.0,263.0,45.2667814113597,15.0,0.0,248.0,100.0,148.0,40.3225806451613
17,St. Gallen,3231,Au (SG),4138.0,1743.0,42.1217979700338,17.0,0.0,1726.0,762.0,964.0,44.1483198146002
22,Vaud,5692,Vucherens,386.0,187.0,48.4455958549223,10.0,4.0,173.0,58.0,115.0,33.5260115606936
23,Valais / Wallis,6197,Kippel,279.0,168.0,60.2150537634409,2.0,0.0,166.0,96.0,70.0,57.8313253012048
23,Valais / Wallis,6253,Crans-Montana,5534.0,2982.0,53.8850740874594,67.0,44.0,2871.0,1429.0,1442.0,49.7735980494601
17,St. Gallen,3294,Pfäfers,1104.0,568.0,51.4492753623189,6.0,0.0,562.0,253.0,309.0,45.0177935943061
25,Genève,6642,Vandoeuvres,1454.0,802.0,55.1581843191197,50.0,0.0,752.0,363.0,389.0,48.2712765957447
18,Graubünden / Grigioni / Grischun,3982,Disentis/Mustér,1540.0,781.0,50.7142857142857,9.0,8.0,764.0,390.0,374.0,51.0471204188482
19,Aargau,4107,Mülligen,740.0,323.0,43.6486486486487,7.0,1.0,315.0,126.0,189.0,40.0
19,Aargau,4167,Hornussen,629.0,265.0,42.1303656597774,1.0,0.0,264.0,90.0,174.0,34.0909090909091
23,Valais / Wallis,6132,Charrat,1030.0,521.0,50.5825242718447,25.0,8.0,488.0,211.0,277.0,43.2377049180328
2,Bern / Berne,613,Landiswil,547.0,264.0,48.2632541133455,4.0,0.0,260.0,70.0,190.0,26.9230769230769
19,Aargau,4234,Merenschwand,2285.0,1073.0,46.9584245076586,9.0,0.0,1064.0,348.0,716.0,32.7067669172932
2,Bern / Berne,901,Eggiwil,2014.0,832.0,41.3108242303873,12.0,0.0,820.0,210.0,610.0,25.609756097561
17,St. Gallen,3275,Sevelen,2538.0,1146.0,45.1536643026005,16.0,0.0,1130.0,485.0,645.0,42.9203539823009
19,Aargau,4179,Ueken,605.0,276.0,45.6198347107438,4.0,0.0,272.0,112.0,160.0,41.1764705882353
11,Solothurn,2472,Büren (SO),738.0,372.0,50.4065040650407,2.0,2.0,368.0,150.0,218.0,40.7608695652174
18,Graubünden / Grigioni / Grischun,3988,Obersaxen Mundaun,928.0,460.0,49.5689655172414,1.0,8.0,451.0,145.0,306.0,32.1507760532151
17,St. Gallen,3252,Eichberg,1027.0,487.0,47.4196689386563,1.0,0.0,486.0,190.0,296.0,39.0946502057613
11,Solothurn,2465,Buchegg,2079.0,1059.0,50.937950937951,19.0,0.0,1040.0,406.0,634.0,39.0384615384615
21,Ticino,5136,Onsernone,809.0,374.0,46.229913473424,12.0,0.0,362.0,268.0,94.0,74.0331491712707
2,Bern / Berne,668,Mühleberg,2312.0,1146.0,49.5674740484429,28.0,0.0,1118.0,448.0,670.0,40.0715563506261
18,Graubünden / Grigioni / Grischun,3637,Rothenbrunnen,214.0,112.0,52.3364485981309,2.0,1.0,109.0,55.0,54.0,50.4587155963303
2,Bern / Berne,321,Aarwangen,3173.0,1457.0,45.9186889379137,27.0,0.0,1430.0,556.0,874.0,38.8811188811189
17,St. Gallen,3273,Grabs,4597.0,2302.0,50.0761366108332,27.0,1.0,2274.0,1014.0,1260.0,44.5910290237467
18,Graubünden / Grigioni / Grischun,3921,Arosa,2159.0,1084.0,50.2084298286244,16.0,8.0,1060.0,511.0,549.0,48.2075471698113
14,Schaffhausen,2962,Hemishofen,343.0,236.0,68.8046647230321,5.0,0.0,231.0,107.0,124.0,46.3203463203463
1,Zürich,115,Gossau (ZH),7124.0,3573.0,50.1544076361595,80.0,1.0,3492.0,1539.0,1953.0,44.0721649484536
17,St. Gallen,3339,Uznach,3784.0,1599.0,42.2568710359408,23.0,0.0,1576.0,639.0,937.0,40.5456852791878
22,Vaud,5495,Penthalaz,1896.0,829.0,43.7236286919831,51.0,1.0,777.0,316.0,461.0,40.6692406692407
26,Jura,6721,Rossemaison,496.0,223.0,44.9596774193548,7.0,0.0,216.0,47.0,169.0,21.7592592592593
23,Valais / Wallis,6061,Lax,217.0,133.0,61.2903225806452,2.0,0.0,131.0,42.0,89.0,32.0610687022901
13,Basel-Landschaft,2857,Rickenbach (BL),438.0,228.0,52.054794520548,0.0,2.0,226.0,87.0,139.0,38.4955752212389
2,Bern / Berne,928,Heimberg,5043.0,2136.0,42.355740630577,63.0,0.0,2073.0,972.0,1101.0,46.8885672937771
10,Fribourg / Freiburg,2274,Muntelier,716.0,415.0,57.9608938547486,11.0,0.0,404.0,179.0,225.0,44.3069306930693
21,Ticino,5214,Porza,1038.0,531.0,51.1560693641619,19.0,2.0,510.0,241.0,269.0,47.2549019607843
1,Zürich,67,Rafz,2891.0,1549.0,53.5800760982359,31.0,0.0,1518.0,753.0,765.0,49.604743083004
20,Thurgau,4486,Hauptwil-Gottshaus,1374.0,587.0,42.7219796215429,4.0,6.0,577.0,149.0,428.0,25.8232235701906
22,Vaud,5803,Vulliens,397.0,199.0,50.1259445843829,10.0,0.0,189.0,55.0,134.0,29.1005291005291
18,Graubünden / Grigioni / Grischun,3946,Untervaz,1823.0,721.0,39.5501919912233,9.0,13.0,699.0,338.0,361.0,48.3547925608012
1,Zürich,161,Zollikon,7991.0,4860.0,60.8184207233137,113.0,0.0,4747.0,2095.0,2652.0,44.1331367179271
13,Basel-Landschaft,2866,Wintersingen,507.0,256.0,50.4930966469428,9.0,0.0,247.0,112.0,135.0,45.3441295546559
20,Thurgau,4551,Aadorf,6177.0,2995.0,48.4863202201716,55.0,58.0,2882.0,1106.0,1776.0,38.3761276891048
21,Ticino,5076,Personico,240.0,116.0,48.3333333333333,7.0,0.0,109.0,49.0,60.0,44.954128440367
14,Schaffhausen,2914,Büttenhardt,296.0,219.0,73.9864864864865,8.0,0.0,211.0,100.0,111.0,47.39336492891
3,Luzern,1151,Willisau,5533.0,2974.0,53.7502259172239,36.0,28.0,2910.0,772.0,2138.0,26.5292096219931
22,Vaud,5521,Etagnières,703.0,305.0,43.3854907539118,22.0,1.0,282.0,81.0,201.0,28.7234042553192
22,Vaud,5821,Missy,257.0,142.0,55.2529182879378,6.0,0.0,136.0,29.0,107.0,21.3235294117647
2,Bern / Berne,556,Zielebach,257.0,94.0,36.5758754863813,0.0,0.0,94.0,34.0,60.0,36.1702127659575
2,Bern / Berne,869,Kaufdorf,791.0,455.0,57.5221238938053,13.0,0.0,442.0,182.0,260.0,41.1764705882353
22,Vaud,5861,Rolle,2734.0,1219.0,44.5866861741039,88.0,2.0,1129.0,426.0,703.0,37.7325066430469
9,Zug,1709,Unterägeri,5587.0,2915.0,52.1746912475389,59.0,1.0,2855.0,1273.0,1582.0,44.5884413309983
1,Zürich,38,Rheinau,878.0,504.0,57.4031890660592,5.0,0.0,499.0,284.0,215.0,56.9138276553106
10,Fribourg / Freiburg,2138,Jaun,505.0,265.0,52.4752475247525,2.0,1.0,262.0,106.0,156.0,40.4580152671756
13,Basel-Landschaft,2824,Frenkendorf,3703.0,1607.0,43.3972454766406,41.0,23.0,1543.0,802.0,741.0,51.9766688269605
19,Aargau,4205,Othmarsingen,1729.0,680.0,39.3290919606709,11.0,0.0,669.0,289.0,380.0,43.1988041853513
2,Bern / Berne,382,Büetigen,667.0,294.0,44.0779610194903,3.0,0.0,291.0,138.0,153.0,47.4226804123711
22,Vaud,5934,Valeyres-sous-Ursins,184.0,111.0,60.3260869565218,3.0,1.0,107.0,41.0,66.0,38.3177570093458
2,Bern / Berne,612,Konolfingen,4061.0,2178.0,53.6321103176558,63.0,0.0,2115.0,834.0,1281.0,39.4326241134752
3,Luzern,1098,Ruswil,5057.0,2692.0,53.2331421791576,22.0,34.0,2636.0,629.0,2007.0,23.8619119878604
20,Thurgau,4946,Weinfelden,7475.0,3703.0,49.5384615384616,65.0,42.0,3596.0,1404.0,2192.0,39.0433815350389
2,Bern / Berne,632,Wichtrach,3288.0,1513.0,46.0158150851582,32.0,13.0,1468.0,628.0,840.0,42.7792915531335
1,Zürich,230,Winterthur,69412.0,34546.0,49.7694923068058,1126.0,6.0,33414.0,17556.0,15858.0,52.5408511402406
22,Vaud,5487,Lussery-Villars,308.0,146.0,47.4025974025974,12.0,3.0,131.0,42.0,89.0,32.0610687022901
22,Vaud,5498,La Sarraz,1470.0,591.0,40.2040816326531,42.0,0.0,549.0,204.0,345.0,37.1584699453552
13,Basel-Landschaft,2845,Diepflingen,521.0,221.0,42.4184261036468,4.0,3.0,214.0,92.0,122.0,42.9906542056075
1,Zürich,247,Schlieren,8295.0,2994.0,36.0940325497288,78.0,2.0,2914.0,1563.0,1351.0,53.6376115305422
22,Vaud,5489,Mex (VD),441.0,227.0,51.4739229024943,10.0,2.0,215.0,76.0,139.0,35.3488372093023
20,Thurgau,4786,Wilen (TG),1670.0,803.0,48.0838323353294,19.0,3.0,781.0,274.0,507.0,35.0832266325224
22,Vaud,5703,Bassins,808.0,406.0,50.2475247524753,18.0,1.0,387.0,118.0,269.0,30.4909560723514
19,Aargau,4312,Lengnau (AG),1864.0,911.0,48.8733905579399,11.0,0.0,900.0,337.0,563.0,37.4444444444445
22,Vaud,5483,Ferreyres,212.0,125.0,58.9622641509434,4.0,0.0,121.0,45.0,76.0,37.1900826446281
19,Aargau,4315,Rekingen (AG),535.0,242.0,45.2336448598131,4.0,0.0,238.0,122.0,116.0,51.2605042016807
24,Neuchâtel,6434,Le Cerneux-Péquignot,264.0,137.0,51.8939393939394,5.0,0.0,132.0,26.0,106.0,19.6969696969697
26,Jura,6775,Bonfol,613.0,234.0,38.1729200652529,5.0,2.0,227.0,97.0,130.0,42.7312775330397
24,Neuchâtel,6417,La Grande Béroche,6036.0,2562.0,42.4453280318091,143.0,0.0,2419.0,958.0,1461.0,39.6031417941298
19,Aargau,4237,Oberrüti,1033.0,473.0,45.7889641819942,5.0,0.0,468.0,103.0,365.0,22.008547008547
21,Ticino,5097,Brissago,1309.0,662.0,50.5729564553094,12.0,2.0,648.0,361.0,287.0,55.7098765432099
22,Vaud,5938,Yverdon-les-Bains,15294.0,6236.0,40.7741598012293,349.0,7.0,5880.0,2637.0,3243.0,44.8469387755102
13,Basel-Landschaft,2784,Dittingen,530.0,261.0,49.2452830188679,1.0,4.0,256.0,179.0,77.0,69.921875
23,Valais / Wallis,6007,Naters,7195.0,3668.0,50.9798471160528,42.0,60.0,3566.0,2106.0,1460.0,59.0577678070668
2,Bern / Berne,666,Kriechenwil,356.0,163.0,45.7865168539326,4.0,0.0,159.0,52.0,107.0,32.7044025157233
22,Vaud,5437,Saubraz,227.0,90.0,39.647577092511,5.0,0.0,85.0,29.0,56.0,34.1176470588235
26,Jura,6789,Fahy,297.0,138.0,46.4646464646465,2.0,4.0,132.0,45.0,87.0,34.0909090909091
2,Bern / Berne,740,Ligerz,421.0,251.0,59.6199524940618,8.0,0.0,243.0,138.0,105.0,56.7901234567901
18,Graubünden / Grigioni / Grischun,3955,Landquart,5903.0,2349.0,39.7933254277486,38.0,40.0,2271.0,1172.0,1099.0,51.6072214883311
19,Aargau,4038,Obersiggenthal,4825.0,2419.0,50.1347150259068,51.0,3.0,2365.0,958.0,1407.0,40.507399577167
2,Bern / Berne,423,Willadingen,174.0,95.0,54.5977011494253,0.0,0.0,95.0,19.0,76.0,20.0
18,Graubünden / Grigioni / Grischun,3691,Hinterrhein,49.0,34.0,69.3877551020408,0.0,0.0,34.0,9.0,25.0,26.4705882352941
13,Basel-Landschaft,2782,Brislach,1215.0,533.0,43.8683127572016,5.0,5.0,523.0,232.0,291.0,44.3594646271511
22,Vaud,5636,Etoy,1522.0,715.0,46.9776609724047,35.0,1.0,679.0,255.0,424.0,37.5552282768778
2,Bern / Berne,590,Ringgenberg (BE),1980.0,845.0,42.6767676767677,15.0,0.0,830.0,508.0,322.0,61.2048192771084
26,Jura,6720,Rebeuvelier,285.0,136.0,47.719298245614,12.0,0.0,124.0,26.0,98.0,20.9677419354839
13,Basel-Landschaft,2847,Häfelfingen,185.0,97.0,52.4324324324324,1.0,1.0,95.0,34.0,61.0,35.7894736842105
8,Glarus,1632,Glarus,7854.0,3394.0,43.213649096002,45.0,3.0,3346.0,1773.0,1573.0,52.9886431560072
22,Vaud,5654,Vullierens,344.0,179.0,52.0348837209303,10.0,0.0,169.0,48.0,121.0,28.4023668639053
2,Bern / Berne,715,Rebévelier,34.0,28.0,82.3529411764706,1.0,0.0,27.0,10.0,17.0,37.037037037037
3,Luzern,1107,Wolhusen,2809.0,1399.0,49.8042007831969,24.0,8.0,1367.0,391.0,976.0,28.6027798098025
22,Vaud,5902,Belmont-sur-Yverdon,249.0,129.0,51.8072289156627,5.0,3.0,121.0,37.0,84.0,30.5785123966942
11,Solothurn,2429,Welschenrohr,844.0,409.0,48.4597156398104,10.0,1.0,398.0,137.0,261.0,34.4221105527638
13,Basel-Landschaft,2861,Sissach,4623.0,2260.0,48.8860047588146,81.0,17.0,2162.0,1057.0,1105.0,48.8899167437558
18,Graubünden / Grigioni / Grischun,3582,Schluein,390.0,129.0,33.0769230769231,0.0,0.0,129.0,62.0,67.0,48.062015503876
11,Solothurn,2406,Oberbuchsiten,1423.0,608.0,42.7266338721012,3.0,0.0,605.0,259.0,346.0,42.8099173553719
10,Fribourg / Freiburg,2275,Murten,5445.0,2652.0,48.7052341597796,71.0,1.0,2580.0,1042.0,1538.0,40.3875968992248
16,Appenzell Innerrhoden,3101,Appenzell,3843.0,1796.0,46.7343221441582,19.0,31.0,1746.0,609.0,1137.0,34.8797250859107
19,Aargau,4275,Kirchleerau,616.0,286.0,46.4285714285714,6.0,0.0,280.0,95.0,185.0,33.9285714285714
14,Schaffhausen,2920,Thayngen,3403.0,2394.0,70.3496914487217,146.0,0.0,2248.0,961.0,1287.0,42.7491103202847
19,Aargau,4136,Holziken,996.0,415.0,41.6666666666667,12.0,0.0,403.0,142.0,261.0,35.2357320099256
22,Vaud,5406,Lavey-Morcles,608.0,279.0,45.8881578947368,13.0,1.0,265.0,129.0,136.0,48.6792452830189
1,Zürich,195,Maur,6638.0,3977.0,59.912624284423,97.0,0.0,3880.0,1763.0,2117.0,45.4381443298969
11,Solothurn,2555,Rüttenen,1138.0,662.0,58.1722319859403,15.0,0.0,647.0,349.0,298.0,53.9412673879444
14,Schaffhausen,2903,Löhningen,1017.0,696.0,68.4365781710915,47.0,1.0,648.0,267.0,381.0,41.2037037037037
2,Bern / Berne,690,Court,1028.0,388.0,37.7431906614786,16.0,0.0,372.0,116.0,256.0,31.1827956989247
22,Vaud,5684,Rossenges,44.0,28.0,63.6363636363636,1.0,0.0,27.0,8.0,19.0,29.6296296296296
